Word1;Word2;Word3;Word4;Word5;Word6;Word7;Word8;Word9;Word10;Word11;Word12;Word13;Word14;Word15;Word16;Word17;Word18;Word19;Word20;Word21;Word22;Word23;Word24;Word25;Word26;Word27;Word28;Word29;Word30;Word31;Word32;Word33;Word34;Word35;Word36;Word37;Word38;Word39;Word40;Word41;Word42;Word43;Word44;Word45;Word46;Word47;Word48;Char1;Char2;Char3;Char4;Char5;Char6;Capitalrun1;Capitalrun2;Capitalrun3;Spam
0;0;0;0;0,91;0;0;0;0;0,45;0;0,45;0;0;0;0;0;0;3,21;0,45;0,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,37;0;0;0;0;0;0;0,164;0;0;1,076;4;42;1
0,3;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;1,81;2,11;0;0;0;0;0;0;0,3;0;0;0,3;1,51;0;0;0;2,11;0;0;0;0;2,11;0;0;0,358;0,666;0,256;0;0;0;3,923;18;408;-1
0,76;0;0;0;0;0;0;0;0;0;0;0,76;0;0;0;0;0;0;1,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,76;0;0;0,76;0;0;0;0,135;0;0;0;0;0;1,411;5;24;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,6;4;8;-1
0;0,18;0,37;0;0,18;0;0;0;0;0;0,18;0,56;0;0,18;0,18;0,56;0,18;0,56;0,56;0;0,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,277;0;0,493;0,061;0,03;1,874;13;253;1
0;0;0,18;0;0;0,09;0;0;0;0;0;0,94;0,37;0;0;0;0,28;0;0;0;0;0;0;0;1,41;0;0;0;0;0;0;0;0,84;0;0;0,47;0,09;0,09;0;0;0;0;0;0;0;0;0;0;0,052;0,065;0;0;0;0;2,022;19;451;-1
0;0;0,17;0;0,17;0;0;0,17;0,08;0;0,08;0,25;0;0;0;0,08;0;0;0,94;0;0,6;0;0,25;0;1,89;0,43;0;0,08;0;0,25;0,34;0;0;0;0,25;0;0,17;0;0;0;0;0;0;0;0;0;0;0,08;0;0,127;0;0,051;0,038;0;1,838;24;605;-1
0;0;0,48;0;1,45;0;0;0;0;0;0;0,97;0;0;0;0;0,97;0;2,42;0;2,42;0;0,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0;0;0;0,084;0;0,421;0,252;0;5,173;80;238;1
0,14;0,18;0,79;0;0,04;0,14;0,18;0,28;0,28;0,84;0,18;0,46;0,61;0,09;0,32;0,89;0,37;0,46;3,8;0,04;1,87;0;0,46;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28;0;0;0;0;0,28;0,04;0;0;0;0,101;0;0,522;0,109;0,062;5,759;116;2062;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,33;4,16;4,16;4,16;4,16;4,16;4,16;4,16;0;4,16;4,16;4,16;0;0;0;4,16;0;0;0;0;0;0;0;0;0;1,092;0;0;0;0;3,333;11;30;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0,9;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14;0;0;0;3,472;28;125;-1
0;0,81;1,47;0;1,3;0;0,98;0,98;0,32;1,79;0;0,81;0;0;0,32;0,49;0,65;0;0,98;0,16;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0,247;0;0,179;0,674;0;2,922;113;640;1
0;0;0;0;0;0;0;0;0;0;0;1,75;0;0;0;0;0;0;0,29;0;0;0;0;0;1,75;0,29;0;0,58;0;0;0;0;0;0;0,29;0,29;0,58;0;0;0;0;0;0;0;0,29;0;0;0;0;0,091;0;0,045;0;0;2,333;15;175;-1
0;0;0;0;0;0;0;3,33;3,33;0;0;0;0;0;0;0;3,33;0;0;0;6,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,396;0;0,396;3,714;11;26;1
0;0,81;1,47;0;1,3;0;0,98;0,98;0,32;1,79;0;0,81;0;0;0,32;0,49;0,65;0;0,98;0,16;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0,246;0;0,179;0,673;0;2,922;113;640;1
0;0;2,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,12;0;0;0;0;0;0;0;0;0;0;0;0;4,368;52;83;-1
0;0;0;0;0;0;0;0;0;0;0;6,25;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1
0;0,8;0;0;0,8;0;0,8;0;0;0,8;0;0;0;0;0;0,8;0,8;0,8;1,6;0;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,135;0;0,27;0;0;3,115;19;81;1
0;0;0;0;0;0;0;0,4;0;0;0;0,81;0,4;0;0;0;0;0;1,22;0;0;0;0;0;2,86;2,45;0;0;0,4;0,4;0;0;0;0;0;0;0,4;0;0,4;0;0;0;0;0,4;0;0;0;2,45;0,126;0,063;0,063;0,063;0;0;1,611;12;116;-1
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;-1
0;0;0;0;0;0,63;0;1,58;0,31;0,63;0;0,95;0;0;0;0;0;0;1,26;0;0,63;0;0,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,103;0;0,206;0,206;0;4,171;76;292;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,03;0;0;3,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,03;1,03;0;0;0;0;0;0;0;0;2,843;47;91;-1
0;0;0,59;0;0,59;0;0;0;0;0;0;0,59;0;0;0;0;0;0;0,59;0;0,59;0;0;0;0;0;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59;0;0;0;0;0,105;0;0;0;0;1,826;8;42;-1
0;0;0,34;0;0;0;0,34;0;0;0,34;0;0,34;0;0;0;0,68;0,34;0,34;0,68;0,34;0,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34;0;0;0;0;0;0;0,34;0;0;0,393;0;0,224;0,056;0;2,257;17;158;1
0;0,31;0;0;0;0;0;0,31;0;0;0;0,62;0;0;0;0;0;0,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,62;0;0,31;0;1,24;0;0,31;0;0;1,24;0;0;0;0,088;0,044;0;0;0;3,086;34;250;-1
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;-1
0,17;0,17;0;0;0,52;0;0;0,43;0;0,17;0,17;0,35;0;0;0;0,87;0;0;1,4;0,17;0,87;0;0;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,376;0;0,25;0,721;0;2,742;35;617;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0,353;0;0;1,555;4;14;-1
0,05;0,05;0,4;0;0,34;0;0;0;0,57;0,05;0;0,28;0,11;0;0;0,17;0;0;1,15;0,05;0,92;0;0;0,05;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0,11;0;0;0,05;0;0;0;0,019;0,099;0;0,089;0,079;0,009;4,913;95;1312;1
0,04;0,02;0,14;0;0,25;0,08;0;0,08;0,02;0,12;0;0,27;0;0;0,02;0;0,08;0,23;0,17;0;0,06;0,29;0;0;0;0;0;0,04;0;0;0;0;1,4;0;0;0,12;1,04;0;0;0;0,17;0,04;0;0,06;0,06;0,27;0;0,02;0,046;0,149;0,005;0,014;0;0,002;2,35;46;3006;-1
0;0;1,18;0;0,16;0;0;0;0;0,16;0;0,16;0,16;0;0;0;0,16;0;2,88;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,33;0;0;0;0,031;0,374;0;0,561;0;0;1,462;10;136;-1
0;0;0;0;0,57;0;0;0;0;0;0;1,72;0;0;0;0;0;0,57;0;0;0;0;0;0;1,72;0,57;0;0,57;0;0,57;0;0;0;0;0,57;0,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0,077;0;0;0;0;1,964;12;110;-1
0,1;0,1;0,03;0;0,07;0,03;0;0,03;0;0,1;0;0,53;0;0;0;0,17;0,03;0;0,81;0,03;1,35;0;0,1;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0,03;0;0;0,071;0;0,006;0,065;0;2,106;46;3214;1
0;0;0,83;0;0,41;0;0;0;0;0;0;0;0,41;0;0;0;0;0;3,33;0;0;0;0;0;0;0;1,25;0;0;0;0;0,41;0;0,41;0;0;0;0;0;0;0;0;0;0;0,41;0;0;0;0;0,065;0;0,195;0;0;1,444;22;91;-1
0;1,11;0,55;0;0;0;0;0;0;0;0,55;0;1,11;0;0;3,35;0;0;0,55;0;1,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,55;0;0;0;0;0;0;0;0;0,19;0;0;1,429;0,095;0;2,861;36;186;1
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;-1
0,16;0;0,67;0;0,33;0,16;0,33;0,84;0,16;0,5;0,33;1,51;0;0;0;0;1,68;0,33;2,02;1,68;3,87;0;0;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0,224;0;1,151;0,056;0;4,928;63;621;1
0;0;0;0;0;0;0;0;0;0,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0,47;0;0;0;0,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,074;0,297;0;0;0,074;4,308;28;293;-1
0;0,39;0;0;0;0;0;0;0,39;0;0;1,97;0,79;0;0;0;1,18;0;0,79;0,39;0;0;0;0;0,39;0;0;0;0;0;0;0;0;0;0;1,97;0;0;0;0;0;0;0;0;0;0;0,39;0;0;0,192;0;0,128;0;0;1,229;6;75;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,68;0;0,34;0;0;0;5,86;2,75;1,37;0,68;0,68;0,68;0,68;0,68;0;0,68;0,68;0,68;0,68;0;0,34;0,68;0;0;0,68;0;0,68;0;0;0;0,11;0,276;0,11;0,055;0,055;0;2,87;15;244;-1
0,82;0;0,82;0;0,41;0;0,41;0,82;0,41;1,23;1,65;0,41;0;0;0;2,47;1,65;0;1,23;1,23;2,06;0;0;0,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53;0,132;0,132;6,404;76;301;1
0;0;0;0;0;0;0;0;0;0;0;0;0;2,94;0;0;0;0;2,94;0;2,94;0;0;0;0;0;2,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,94;0;0;0;0;0;0;0;0;0;1;1;10;-1
0;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0;0;0;0;0;0;0;0;0;0;0,48;1,93;0;0;0,48;0;0;0;0;0;0;0;1,44;0;0;0;0;0;0;1,44;0;0;0;0;0;0,304;0;0;0,365;0;3,016;10;187;-1
0;0;1,31;0;0,65;0;0;0;0;0;0;0,65;0;0;0;0;0;0;5,26;1,97;4,6;0;0;1,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;0;0;0,816;0,068;0;3,173;43;165;1
0;0;0,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0;0;0;0;0;0;0,96;1,93;0;0;0;0,48;0;0;0;0;0;0,96;0,48;0;0;0;0;0;0;0;0,48;0;0;0;0;0;0;0;0;0;1,353;7;88;-1
0;0;0,8;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;4,8;0;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;1;1;11;-1
0,17;0;0,17;0;1,52;0,35;0,05;0,05;0,05;0,05;0,05;0,52;0,29;0,05;0;0;0,64;0,05;4,21;0,23;1,11;0;0,82;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;0,05;0;0;0;0,01;0,052;0;0,01;0,167;0;1,818;13;462;1
0;0;1,58;0;0;0;0;0;0;1,58;0;0;0;1,58;0;0;0;0;3,17;0;1,58;0;0;0;1,58;0;3,17;0;1,58;1,58;0;0;0;0;0;1,58;0;0;0;0;0;0;0;0;1,58;0;0;0;0;0;0;0;0;0;1,4;5;35;-1
0;0;0;0;0;0;0;0;0;0;0;1,78;0;0;0;0;0;0;3,57;0;1,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,78;0;0;1,78;0;0;0;0;0;0;1,194;0;0;2,23;8;29;-1
0;0;0;0;0;0;0;0;0;3,7;0;0;0;0;0;0;0;0;3,7;0;7,4;0;0;0;0;0;0;0;3,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;8;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,87;0;0;0;0;0;0;0;7,31;0;0;0;0;0;0;0;0;0;2,43;0;0;0;0;0;0;0;2,43;0;0;0;0;0;0;0;0;0;1,461;5;19;-1
0;0;0;0;0,96;0;0,96;0;0;0;0;0;0;0;0;0,96;0;0;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,96;0;0;0;0;0;0;0;0,824;0;0;3,025;67;118;1
0;0;0,71;0;0,71;0;0;0;0;0;0;0;0;0;0;0,71;0;0;1,42;0;0,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0;0;0,121;0;1,094;0;0;2,021;16;95;1
0;0,22;0;0;0,22;0;0;0,22;0;0,45;0;0,22;0;1,59;0;0;0,22;0;1,36;0;0;0;0;0;0,68;0;0,22;0;0;0;0,22;0;0;0;0,22;0;0,45;0;0;0;0;0;0;0;0;0;0;0;0;0,053;0;0;0;0;4,964;152;705;-1
0;0;0,32;0;0;0;0;0;0,32;0;0;1,3;0;0;0;0;0;0;0,97;0;0,32;0;0;0;0;0;0;0;0;0,32;0;0;0;0;0;0;0,32;0;0,32;0;0,65;0;0,32;0,32;0;1,3;0;0;0,047;0,094;0,047;0;0;0;1,973;17;148;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,72;3,44;0;0;0;0;0;0;0;0;0;0;1,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,611;7;29;-1
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;-1
0,15;0;0,3;0;1,23;0,61;0;0,61;0;0,15;0;0,3;0;0;0,15;0,3;1,54;2,32;1,85;0;1,08;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0;0;0;0;0,128;0;0,615;0,025;0;1,377;13;186;1
0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0,609;0;1,524;0;0,304;1;1;36;1
0,17;0,26;1,21;0;0,43;0,6;0,43;0,26;0,69;0,52;0,26;1,3;0,17;0;0,6;0,69;0,08;1,47;2,43;0,17;1,04;0;0,95;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0,08;0;0;0;0;0,107;0;0,256;0,242;0,013;6,142;583;1339;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,84;0;0;0;0;0;0;2,54;2,54;0;1,69;0;0;0;0;0;0;1,69;0;0;0;0,84;0;0;0;0;0;0,84;0;0;0,84;0;0,123;0;0,123;0;0,371;5,515;34;182;-1
0;0;1,2;0;0;0;0;0;0;0;0;2,4;0;0;0;0;0;0;2,4;0;4,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;72;1
0;0;0;0;0;0;0;0,65;0;1,3;0;0;0;0;0;0;0;0,32;0,32;0;0,65;0;0;0;4,9;4,24;0,32;0;0;0,65;0;0;0;0;0;0;1,63;0;0;0;0,98;0;0;0;0,65;0;0;0;0,153;0,562;0,102;0;0;0;5,555;42;500;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;-1
0,17;0;0,26;0;0,08;0,08;0;0,08;0,08;0,08;0,17;0,17;0,08;0;0;0,08;0,26;0;1,75;0;1,14;0;0;0;1,93;0,52;0;0,17;0;0;0,26;0;0,17;0;0,26;0,08;0,79;0;0;0;0;0;0;0;0,08;0;0;0;0;0,063;0;0,038;0;0;1,66;20;646;-1
0;0;0,38;0;1,15;0;0;0;0;0,77;0;0,38;0;0;0;0,38;0,77;0;2,7;0;1,15;0;0,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,15;0;0;0;0;0,061;0;0,985;0,184;0;3,923;78;255;1
0,7;0;0,35;0;0,7;0,35;0,7;0;0,7;0;0;0;0,7;0;0;0;1,05;0;3,16;0;1,4;0;0;1,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,173;0;0,23;0;0;4,596;60;262;1
0,13;0,13;0,13;0;0,55;0,27;0,27;0,13;1,11;0,27;0;0,97;0,27;0;0,13;0;0;0;3,91;0,13;2,65;0;0,13;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;0;0;0;0;0,018;0;1,294;0,182;0;4,745;232;726;1
0,57;0;0,57;0;0;0;0;0,57;0;0;0;1,14;0;0;0;0;0;0;5,14;0;1,14;0;2,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,211;0,74;0;2,9;32;116;1
0,44;0,44;0;0;0;0;0;0;0;2,64;0;1,76;0;0;0;0;0;0,44;2,64;0;0,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,231;0;0;0,231;0;5,977;70;263;1
0;0,66;0,66;0;0,33;0;0;0;0;0;0;0,66;0;0;0;0,33;0;1,32;2,64;0;1,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,33;0;0;0;0;0,053;0;0,583;0;0;4,024;121;326;1
3,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,03;0;0;0;0;0;0;0;3,03;0;0;0;0;0;0;0;0;0;0;0;3,03;0;0;0;0;0;3,03;0;0;0;0;0,609;0;0;0;0;1,181;3;13;-1
0,06;0;0,06;0;0,19;0;0;0;0,73;0;0;0,19;0;0;0;0;0;0,06;0,26;0;0,19;0;0;0;0,79;0,86;0,06;0;0;0,06;0;0;1,06;0;0;0;0;0;0;0;0,13;0;0;0;0;0;0,06;0;0,363;0,143;0,057;0;0,019;0;2,716;37;880;-1
0,76;0;0,76;0;0;0,38;0;0;0;0;0;1,15;0,38;0;0;0;0;0;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;2,69;0;0;0;0,38;0,38;0;0;0;0,18;0;0,54;0;0;2,285;15;144;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,204;0;0;0;0;0;1,285;2;9;-1
0;0;0;0;0,49;0;0,98;0;0;0;0;0,98;0;0;0;0;0,98;0;2,45;0;1,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,064;0,258;0;0,645;0,064;0,064;3,552;25;135;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,125;17;25;-1
0,78;0;0,78;0;1,57;0;0;0;0;0;0;0;0;0;0;1,57;0,78;0;1,57;0;2,36;0;0,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,682;0,341;0;2,555;22;115;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,22;6,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,44;0;0;0;0;0;0;0;0;0;0;0;0;1,764;6;30;-1
0,13;0,13;0,13;0;0,55;0,27;0,27;0,13;1,1;0,27;0;0,97;0,27;0;0,13;0;0;0;3,88;0,13;2,77;0;0,13;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;0;0;0;0;0,017;0;1,316;0,177;0;4,947;232;757;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,787;0;0;1,875;7;15;-1
0;0;0,59;0;0;0;0;0,59;0;0;0;2,99;0;0;0;0;0;0;1,19;0;0;0;0;0;1,19;0,59;0;0;0;0;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,391;0;0;0;0;1,836;7;90;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,66;0;0;0;0;0;0;8,333;0;0;2;3;8;-1
0;1,49;0;0;0;0;2,98;0;0;1,49;0;0;0;0;0;1,49;2,98;0;0;0;2,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,171;0;0;0,171;0,171;13;140;156;1
0;0;0,33;0;0,33;0;0;0;0;0;0;0,33;0;0;0;0;0;0;1,01;0;0,67;0;0;0;1,35;1,01;0,67;0,33;0,33;0,33;0,33;0,33;0,33;0,33;0,33;0,33;0,33;0;0,33;0,33;0;0;0,33;0;1,35;0;0;0;0;0,175;0,058;0;0;0;2,068;12;120;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,26;0;0;5,26;0;0;0;0;0;0;0;0;0;1,25;2;5;-1
0;0;0;0;0;0;0;0;0;3,7;0;0;0;0;0;1,85;0;0;1,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,258;0;0;1,55;0;0;4,555;13;82;1
0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,2;0;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;0;0;0;0;0;0;0,633;0;0;1,386;11;61;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0,925;0;0;1,3;4;13;-1
1,63;0;1,63;0;0;0;0;0;1,63;0;0;0;0;0;0;1,63;0;0;3,27;0;3,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,759;0,253;0;2;16;36;1
0;0;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0,7;0;1,4;0;1,4;0;0;0;0;0;0,7;0;0;0;0,7;0;0;0;0;0;0;0;0;2,11;0;0;0;0;0;0;0;0;0;0,266;0,066;0;0;0;18;200;378;-1
0;0;0;0;0;0;1,47;1,47;1,47;1,47;1,47;0;0;0;0;0;2,94;0;0;1,47;2,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,47;0;0;0;0;0;0;0;0;0;0;0;0;0,147;0;0,294;0,147;0;72;281;288;1
0;0;0,17;0;0;0,08;0;0;0;0;0,08;0,87;0,08;0,08;0;0;0,78;0;0;0;0;0;0;0;3,05;0;0,08;0;0;0;0;0;0,61;0;0;0,08;0,08;0;0;0;0;0;0;0;0;0;0;0;0,079;0,068;0;0;0,022;0;2,432;24;540;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,337;0;0;0;0,337;2,95;7;59;-1
0;0;0;0;0,47;0;1,43;0;0;0;0,47;0,47;0;0;0;0,47;0;1,91;1,91;0,47;1,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,073;0,295;0;3,361;54;158;1
0;0;0,29;0;0,29;0;0;0;0,29;0;0;0,29;0;1,19;0;0;0,29;0;0,29;0;0,29;0;0;0;0;0;0;0,29;0;0;0,29;0;0;0;0,29;0;0,29;0;0;0;0;0,89;0;0;0;0;0;0;0;0,156;0,031;0,376;0;0,125;3,338;157;611;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,66;5,33;1,33;1,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,699;0;0,466;9,2;46;92;1
